iteration,body_id,name,mass,x,y,z,vx,vy,vz
78,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53013,2.10888,-5.17283
78,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20337,-3.30214,-5.81887
78,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94999,-3.82236,-7.52998
79,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53021,2.10882,-5.17267
79,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20329,-3.30206,-5.81902
79,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94996,-3.82284,-7.53011
80,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.5303,2.10876,-5.1725
80,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20321,-3.30199,-5.81917
80,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94994,-3.82331,-7.53024
81,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53038,2.10869,-5.17234
81,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20314,-3.30191,-5.81932
81,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94991,-3.82379,-7.53037
82,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53046,2.10863,-5.17218
82,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20306,-3.30183,-5.81946
82,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94988,-3.82427,-7.5305
83,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53054,2.10857,-5.17201
83,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20298,-3.30175,-5.81961
83,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94986,-3.82475,-7.53062
84,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53063,2.10851,-5.17185
84,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20291,-3.30167,-5.81976
84,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94983,-3.82522,-7.53075
85,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53071,2.10844,-5.17169
85,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20283,-3.30159,-5.81991
85,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94981,-3.8257,-7.53088
86,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53079,2.10838,-5.17152
86,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20276,-3.30151,-5.82006
86,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94978,-3.82618,-7.53101
87,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53087,2.10832,-5.17136
87,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20268,-3.30144,-5.8202
87,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94976,-3.82666,-7.53113
88,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53096,2.10826,-5.1712
88,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.2026,-3.30136,-5.82035
88,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94973,-3.82713,-7.53126
89,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53104,2.1082,-5.17103
89,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20253,-3.30128,-5.8205
89,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94971,-3.82761,-7.53139
90,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53112,2.10813,-5.17087
90,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20245,-3.3012,-5.82065
90,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94968,-3.82809,-7.53152
91,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.5312,2.10807,-5.17071
91,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20237,-3.30112,-5.8208
91,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94966,-3.82857,-7.53165
92,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53129,2.10801,-5.17054
92,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.2023,-3.30104,-5.82094
92,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94963,-3.82904,-7.53177
93,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53137,2.10795,-5.17038
93,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20222,-3.30096,-5.82109
93,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94961,-3.82952,-7.5319
94,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53145,2.10789,-5.17022
94,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20214,-3.30089,-5.82124
94,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94958,-3.83,-7.53203
95,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53153,2.10782,-5.17005
95,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20207,-3.30081,-5.82139
95,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94955,-3.83047,-7.53216
96,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53162,2.10776,-5.16989
96,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20199,-3.30073,-5.82154
96,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94953,-3.83095,-7.53228
97,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.5317,2.1077,-5.16973
97,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20191,-3.30065,-5.82168
97,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.9495,-3.83143,-7.53241
98,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53178,2.10764,-5.16956
98,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20184,-3.30057,-5.82183
98,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94948,-3.83191,-7.53254
99,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53186,2.10757,-5.1694
99,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20176,-3.30049,-5.82198
99,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94945,-3.83238,-7.53267
100,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53195,2.10751,-5.16924
100,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20168,-3.30041,-5.82213
100,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.94943,-3.83286,-7.53279
101,0,Body1,5.28082e+29,-8.72352e+10,-3.1138e+10,-6.47179e+10,6.53202,2.10746,-5.16909
101,1,Body2,5.61651e+29,-2.51444e+10,-8.56071e+10,5.6969e+10,6.20162,-3.30034,-5.82226
101,2,Body3,2.35684e+28,-5.14425e+10,-2.34758e+10,1.15274e+10,7.9494,-3.83329,-7.53291
